,lat,lon,Logement,Coût_chauffage,Surface_habitable_logement,Etiquette_DPE,Année_construction,Coût_total_5_usages
10902,45.731686,4.852018,ancien,755.6,88.8,D,1994.0,1224.3
10905,45.741869,4.859198,ancien,169.9,17.5,E,2008.0,468.9
10906,45.741869,4.859198,ancien,182.6,18.2,E,2008.0,482.0
10908,45.732844,4.853573,ancien,416.0,94.0,C,2011.0,869.0
10909,45.728381,4.852968,ancien,131.0,44.7,C,2013.0,423.0
10911,45.732844,4.853573,ancien,416.0,94.0,C,2011.0,869.0
10912,45.728381,4.852968,ancien,81.0,27.8,C,2013.0,325.0
10913,45.732844,4.853573,ancien,301.0,46.0,D,2011.0,616.0
10914,45.731374,4.853448,ancien,150.5,41.2,D,2012.0,511.1
10915,45.728215,4.853657,ancien,318.7,62.5,C,2013.0,653.9
10916,45.732844,4.853573,ancien,102.0,29.0,C,2011.0,341.0
10917,45.730316,4.86077,ancien,813.6,66.0,E,1957.0,1334.7
10918,45.738616,4.876313,ancien,542.4,63.3,D,1996.0,979.0
10920,45.741869,4.859198,ancien,222.0,18.5,E,2008.0,516.0
10922,45.741869,4.859198,ancien,178.5,17.8,E,2008.0,476.9
10923,45.741869,4.859198,ancien,147.3,17.5,E,2008.0,451.6
10924,45.729064,4.878128,ancien,1156.0,54.3,F,1968.0,1712.0
10925,45.733761,4.863066,ancien,1977.1,94.0,D,1919.0,2546.6
10927,45.740062,4.860331,ancien,842.2,61.0,E,1983.0,1168.2
10930,45.741777,4.859669,ancien,86.0,18.0,D,1995.0,417.0
10932,45.741869,4.859198,ancien,124.2,17.7,E,2008.0,435.5
10933,45.739206,4.876186,ancien,114.9,18.1,D,1991.0,389.9
10934,45.730669,4.850262,ancien,341.0,79.0,C,1985.0,779.0
10935,45.730105,4.862396,ancien,505.0,68.0,E,1959.0,1140.0
10936,45.733628,4.853507,ancien,621.5,63.5,D,2021.0,905.5
10937,45.727461,4.853697,ancien,754.3,73.7,D,2012.0,1190.1
10938,45.7249,4.879739,ancien,1103.6,76.3,D,1948.0,1584.2
10939,45.732844,4.853573,ancien,201.0,44.0,C,2011.0,494.0
10940,45.741285,4.858816,ancien,214.0,67.3,C,2008.0,689.0
10942,45.732736,4.853583,ancien,918.2,95.6,D,1947.0,1339.3
10943,45.733761,4.863066,ancien,3164.0,95.0,F,1919.0,3782.4
10944,45.733761,4.863066,ancien,1979.7,95.0,D,1919.0,2553.2
10945,45.741784,4.87038,ancien,509.2,101.3,C,2001.0,1063.2
10946,45.741869,4.859198,ancien,159.6,18.2,E,2008.0,464.2
10947,45.736632,4.852719,ancien,888.5,31.5,G,1947.0,1139.6
10948,45.731126,4.852008,ancien,1546.1,85.0,E,1981.0,1926.1
10949,45.7222,4.881827,ancien,686.0,43.0,E,2011.0,1029.0
10950,45.741869,4.859198,ancien,156.0,17.8,E,2008.0,459.6
10952,45.734811,4.853143,ancien,833.0,39.9,F,1949.0,1123.0
10953,45.732844,4.853573,ancien,145.0,50.0,C,2011.0,465.0
10954,45.735698,4.853406,ancien,341.7,25.2,E,1955.0,614.9
10955,45.73451,4.853208,ancien,518.0,31.3,E,1920.0,770.0
10956,45.741582,4.871853,ancien,490.4,49.8,D,1989.0,888.4
10957,45.741869,4.859198,ancien,151.6,17.3,E,2008.0,453.9
10958,45.730669,4.850262,ancien,189.0,55.0,C,1985.0,586.0
10963,45.732844,4.853573,ancien,204.0,74.0,C,2011.0,594.0
10965,45.741869,4.859198,ancien,218.4,18.2,E,2008.0,511.4
10968,45.732844,4.853573,ancien,160.0,40.0,C,2011.0,431.0
10970,45.732844,4.853573,ancien,238.0,85.0,C,2011.0,664.0
10972,45.739206,4.876186,ancien,67.8,18.5,D,1995.0,369.7
10973,45.741869,4.859198,ancien,190.0,17.8,E,2008.0,485.9
10974,45.741869,4.859198,ancien,182.6,18.2,E,2008.0,482.0
10975,45.741869,4.859198,ancien,166.2,18.0,E,2008.0,468.4
10976,45.741869,4.859198,ancien,171.3,17.5,E,2008.0,469.9
10978,45.732844,4.853573,ancien,284.0,67.0,C,2011.0,677.0
10979,45.732844,4.853573,ancien,344.0,88.0,C,2011.0,785.0
10980,45.741869,4.859198,ancien,164.5,17.5,E,2008.0,464.7
10981,45.735159,4.85092,ancien,667.9,46.5,E,2005.0,1052.3
10982,45.728549,4.877611,ancien,421.0,38.0,D,2004.0,739.0
10983,45.741869,4.859198,ancien,165.3,17.9,E,2008.0,467.2
10984,45.739206,4.876186,ancien,63.1,17.2,D,1995.0,391.7
10985,45.741869,4.859198,ancien,173.3,17.7,E,2008.0,472.4
10987,45.7222,4.881827,ancien,450.7,58.7,D,2006.0,876.8
10988,45.733628,4.853507,ancien,142.0,18.4,D,1997.0,407.0
10989,45.739206,4.876186,ancien,120.0,19.7,C,1995.0,355.0
10990,45.745843,4.864191,ancien,409.3,51.0,D,1990.0,804.2
10991,45.742123,4.858601,ancien,241.0,63.0,C,2010.0,573.0
10992,45.731878,4.853038,ancien,58.8,23.9,D,2013.0,305.5
10993,45.729805,4.883387,ancien,468.0,84.6,C,1961.0,1044.0
11002,45.724625,4.885289,ancien,2877.4,99.8,G,1967.0,3410.1
11008,45.736024,4.853391,ancien,108.1,26.0,C,2019.0,430.5
11009,45.743476,4.869629,ancien,446.0,34.0,E,1989.0,755.0
11012,45.743435,4.86929,ancien,1077.6,63.4,E,1988.0,1500.2
11016,45.743476,4.869629,ancien,212.1,34.3,C,1988.0,693.1
11023,45.733397,4.858449,ancien,417.1,39.3,E,1948.0,874.2
11024,45.731989,4.871089,ancien,2410.3,198.0,D,1947.0,2858.4
11025,45.744044,4.863014,ancien,477.4,70.5,C,2005.0,899.8
11026,45.721926,4.882571,ancien,991.2,60.5,E,1948.0,1295.9
11027,45.744994,4.872486,ancien,706.5,60.0,D,1948.0,968.0
11028,45.726698,4.871145,ancien,314.4,52.8,D,1948.0,586.2
11029,45.732493,4.872669,ancien,687.7,71.2,D,2005.0,1061.5
11030,45.74513,4.872089,ancien,613.1,34.0,E,1947.0,942.5
11031,45.72301,4.883837,ancien,484.0,93.0,D,1948.0,1524.8
11032,45.734669,4.857491,ancien,419.2,42.4,D,1948.0,723.4
11033,45.737032,4.870022,ancien,583.8,66.6,C,1989.0,968.3
11034,45.744044,4.863014,ancien,498.8,70.5,C,2005.0,918.6
11035,45.734196,4.872463,ancien,473.6,37.7,E,2006.0,806.8
11036,45.737729,4.853444,ancien,68.0,55.0,D,1949.0,391.0
11037,45.741488,4.861408,ancien,112.0,18.0,D,1989.0,510.1
11038,45.736992,4.865596,ancien,3.0,18.0,D,2009.0,167.0
11039,45.740645,4.866565,ancien,709.2,49.9,E,1997.0,1075.0
11040,45.734196,4.872463,ancien,337.4,36.3,D,2006.0,678.1
11041,45.726066,4.88128,ancien,629.9,78.2,D,1984.0,1109.4
11042,45.725079,4.878036,ancien,445.6,54.9,D,2004.0,892.5
11043,45.738123,4.879874,ancien,25.0,31.3,C,1997.0,274.0
11044,45.74218,4.869409,ancien,188.3,48.0,C,2000.0,549.0
11045,45.729945,4.854172,ancien,123.0,43.1,C,2013.0,402.0
11046,45.726259,4.886439,ancien,954.6,28.5,G,1948.0,1224.0
11047,45.7403,4.864313,ancien,229.9,38.5,D,2006.0,585.9
11048,45.748157,4.863315,ancien,28.0,87.4,D,1961.0,802.0
11049,45.742748,4.868177,ancien,305.0,66.3,D,1982.0,932.0
11050,45.728261,4.881831,ancien,222.0,53.0,G,1962.0,490.0
11051,45.742143,4.866852,ancien,554.3,40.9,E,1989.0,812.7
11052,45.731159,4.87843,ancien,522.0,64.4,E,1961.0,747.0
11053,45.736992,4.865596,ancien,492.6,44.3,D,2009.0,846.9
11054,45.738144,4.864932,ancien,278.2,69.4,C,2004.0,756.1
11055,45.738705,4.884967,ancien,662.4,27.0,G,1948.0,921.3
11056,45.734196,4.872463,ancien,473.6,37.7,E,2006.0,806.8
11057,45.737211,4.864711,ancien,796.7,71.4,D,1989.0,1243.9
11058,45.740814,4.867978,ancien,771.1,50.9,D,2004.0,1061.9
11059,45.726836,4.871037,ancien,373.2,53.0,D,1948.0,856.1
11060,45.742844,4.861541,ancien,949.5,61.2,F,1975.0,1362.3
11061,45.729534,4.879142,ancien,999.2,72.8,E,1978.0,1519.8
11062,45.748022,4.863689,ancien,173.0,38.0,D,1989.0,392.0
11063,45.731017,4.85734,ancien,477.1,66.0,D,2006.0,913.1
11064,45.725079,4.878036,ancien,95.0,36.0,E,2004.0,299.0
11065,45.733704,4.87401,ancien,262.1,101.0,C,2006.0,1024.2
11066,45.725967,4.872179,ancien,837.2,82.4,E,1973.0,1434.1
11067,45.729928,4.880449,ancien,2352.4,112.6,F,1947.0,2705.0
11068,45.739759,4.867065,ancien,118.0,32.5,F,1997.0,308.0
11069,45.729732,4.862329,ancien,597.7,63.0,D,1948.0,1107.0
11070,45.74219,4.86224,ancien,224.8,34.8,D,1983.0,586.9
11071,45.747547,4.861307,ancien,1041.0,55.3,E,1948.0,1329.9
11072,45.742615,4.867393,ancien,605.2,81.6,C,1978.0,1058.4
11073,45.744282,4.862129,ancien,199.4,18.0,E,1989.0,597.6
11074,45.734851,4.876468,ancien,490.5,63.3,D,2009.0,949.3
11075,45.739553,4.865429,ancien,813.1,39.2,G,1977.0,1645.2
11076,45.724266,4.877396,ancien,2144.9,96.9,F,1948.0,2660.1
11077,45.73162,4.874875,ancien,896.0,102.9,C,2001.0,1319.5
11078,45.733746,4.851416,ancien,245.3,46.5,C,2013.0,511.9
11079,45.740429,4.867434,ancien,464.0,52.9,C,2004.0,964.0
11080,45.732274,4.879613,ancien,89.0,45.1,D,1949.0,316.0
11082,45.734196,4.872463,ancien,473.6,37.7,E,2006.0,806.8
11083,45.744903,4.861655,ancien,55.6,18.6,D,1989.0,390.8
11084,45.743033,4.86674,ancien,662.4,102.5,C,1990.0,1233.1
11085,45.728261,4.881831,ancien,895.9,67.8,E,1948.0,1216.1
11086,45.73067,4.871853,ancien,498.0,34.2,E,1947.0,858.1
11087,45.724832,4.872477,ancien,230.6,56.0,D,1948.0,804.0
11088,45.723092,4.8829,ancien,1438.2,77.7,E,1978.0,1694.6
11089,45.734607,4.852816,ancien,1009.4,87.0,D,1992.0,1475.6
11090,45.730907,4.877165,ancien,510.8,51.0,D,1947.0,773.3
11091,45.743276,4.86021,ancien,2736.2,74.2,G,1948.0,3340.9
11092,45.732932,4.881314,ancien,1306.6,97.0,E,1948.0,2010.3
11093,45.743983,4.859875,ancien,104.0,19.1,D,1989.0,531.9
11094,45.728166,4.877795,ancien,28.0,71.9,F,1960.0,202.0
11095,45.743242,4.866215,ancien,384.3,64.4,C,1983.0,829.4
11097,45.738862,4.874183,ancien,343.7,51.0,D,1983.0,774.1
11098,45.741488,4.861408,ancien,112.0,18.0,D,1989.0,510.1
11099,45.745207,4.862864,ancien,303.0,29.3,D,1989.0,589.6
11100,45.739553,4.865429,ancien,450.0,39.1,E,1948.0,643.4
11101,45.743416,4.864429,ancien,769.6,62.4,D,1948.0,1379.3
11102,45.726345,4.879523,ancien,909.1,66.9,D,1952.0,1138.1
11103,45.745338,4.862195,ancien,338.6,61.0,C,2006.0,630.6
11104,45.744825,4.863356,ancien,402.9,95.1,C,2006.0,974.2
11105,45.748022,4.863689,ancien,491.0,38.0,D,1980.0,959.0
11106,45.737831,4.878823,ancien,210.8,54.0,C,2001.0,627.0
11107,45.741488,4.861408,ancien,112.0,18.0,D,1989.0,510.1
11108,45.731017,4.85734,ancien,318.4,41.8,D,2006.0,729.8
11109,45.724832,4.872477,ancien,230.6,56.0,D,1948.0,804.0
11110,45.731775,4.875735,ancien,423.7,69.1,D,1980.0,1090.9
11111,45.731121,4.872311,ancien,763.7,65.1,D,1948.0,1114.6
11112,45.743844,4.870216,ancien,534.7,67.5,C,2001.0,975.1
11113,45.730228,4.870546,ancien,922.2,54.2,E,1948.0,1397.6
11114,45.741733,4.862451,ancien,309.4,52.7,E,1960.0,889.9
11115,45.732059,4.873134,ancien,453.3,72.0,C,2000.0,934.6
11116,45.744813,4.87301,ancien,794.1,60.0,D,1948.0,1200.6
11117,45.742314,4.869201,ancien,774.4,47.1,E,1947.0,1113.3
11118,45.726041,4.875791,ancien,309.0,96.0,C,1990.0,712.0
11119,45.737143,4.851681,ancien,286.3,31.3,D,1947.0,564.6
11120,45.743594,4.85986,ancien,790.1,58.4,E,1968.0,1144.1
11121,45.733704,4.87401,ancien,262.1,101.0,C,2006.0,1089.8
11122,45.736253,4.870329,ancien,858.7,69.8,F,1975.0,1572.0
11123,45.729326,4.852928,ancien,812.1,55.3,D,1947.0,1054.9
11124,45.738134,4.879553,ancien,451.7,89.8,C,1989.0,876.6
11126,45.737523,4.865276,ancien,152.0,15.4,F,1994.0,626.0
11127,45.739914,4.865032,ancien,1233.0,29.5,G,1947.0,1444.6
11128,45.740911,4.866322,ancien,862.7,61.0,E,1953.0,1190.5
11129,45.735269,4.875069,ancien,51.7,20.1,C,2010.0,436.8
11130,45.734933,4.871451,ancien,418.5,55.0,D,2009.0,838.5
11131,45.725079,4.878036,ancien,529.0,54.7,D,2002.0,1176.0
11132,45.724311,4.873565,ancien,1624.0,120.2,D,1930.0,2348.0
11133,45.731121,4.872311,ancien,596.7,55.9,D,1948.0,1112.6
11134,45.739553,4.865429,ancien,302.0,39.0,D,1948.0,495.5
11135,45.728261,4.881831,ancien,1362.2,68.8,F,1962.0,1443.0
11136,45.74385,4.859639,ancien,266.1,20.8,E,1989.0,559.4
11137,45.736389,4.855317,ancien,567.7,51.3,D,2006.0,996.7
11138,45.723092,4.8829,ancien,1118.3,55.5,F,1958.0,1394.3
11139,45.745455,4.863324,ancien,402.0,28.5,E,1920.0,638.0
11140,45.743594,4.85986,ancien,790.6,58.4,F,1968.0,1474.9
11141,45.730808,4.874889,ancien,458.6,35.2,E,2005.0,724.3
11142,45.733347,4.858202,ancien,210.2,53.0,C,2011.0,666.7
11143,45.734398,4.857417,ancien,99.0,37.6,D,2010.0,332.0
11144,45.739905,4.865415,ancien,747.1,48.2,E,1948.0,1034.9
11145,45.734398,4.857417,ancien,290.0,67.3,C,2006.0,719.9
11146,45.734398,4.857417,ancien,462.6,67.0,C,2010.0,884.2
11147,45.744702,4.873309,ancien,382.8,50.8,D,1989.0,817.2
11148,45.744044,4.863014,ancien,559.8,74.8,C,2001.0,1008.4
11149,45.734551,4.856053,ancien,229.7,38.0,C,2006.0,536.2
11150,45.729326,4.852928,ancien,701.0,58.4,D,1947.0,953.2
11151,45.72705,4.876752,ancien,518.8,56.3,D,1948.0,790.7
11152,45.729378,4.861361,ancien,571.4,78.2,D,1948.0,1039.2
11153,45.734768,4.871024,ancien,548.8,48.0,D,1947.0,848.8
11154,45.748157,4.863315,ancien,754.8,50.9,E,1948.0,1318.2
11155,45.729326,4.852928,ancien,690.2,58.6,D,1947.0,950.8
11156,45.733445,4.886564,ancien,1191.8,76.9,F,1948.0,1683.3
11157,45.724266,4.877396,ancien,1930.5,98.0,E,1948.0,2368.1
11158,45.736253,4.870329,ancien,858.7,69.8,F,1975.0,1572.0
11159,45.725967,4.872179,ancien,364.0,55.0,D,1973.0,837.0
11160,45.740283,4.877927,ancien,881.9,58.0,E,1947.0,1265.8
11161,45.73654,4.874742,ancien,636.5,61.4,D,2006.0,1107.8
11162,45.73681,4.874743,ancien,470.0,86.3,C,2009.0,1005.1
11163,45.729732,4.862329,ancien,597.7,63.0,D,1948.0,1107.0
11164,45.725967,4.872179,ancien,393.8,78.7,D,1948.0,927.7
11165,45.738237,4.87416,ancien,299.6,69.0,D,1948.0,895.1
11166,45.742471,4.867318,ancien,526.6,74.5,C,1982.0,985.9
11167,45.728261,4.881831,ancien,969.9,69.6,E,1948.0,1582.3
11168,45.730808,4.874889,ancien,338.9,68.9,C,2002.0,742.3
11169,45.734327,4.886666,ancien,428.3,75.3,C,2006.0,758.9
11170,45.724686,4.876702,ancien,1811.0,170.0,D,1970.0,2346.4
11171,45.731497,4.862984,ancien,608.6,74.9,D,1948.0,1310.5
11172,45.73549,4.865845,ancien,1682.0,78.1,E,1948.0,2019.6
11173,45.726486,4.880924,ancien,633.3,53.2,D,1948.0,980.1
11174,45.736293,4.869163,ancien,786.0,84.0,D,1948.0,1531.3
11175,45.734768,4.871024,ancien,590.3,30.6,D,1947.0,872.4
11176,45.726563,4.885815,ancien,1756.0,89.0,E,1948.0,2090.9
11177,45.733397,4.858449,ancien,842.9,66.6,D,1948.0,1293.3
11178,45.722398,4.883975,ancien,891.5,103.8,E,1948.0,2294.8
11179,45.736813,4.865743,ancien,604.5,68.9,C,2001.0,1113.2
11180,45.728261,4.881831,ancien,687.0,57.0,E,1948.0,1034.8
11181,45.73329,4.8742,ancien,210.9,69.0,C,2006.0,741.1
11182,45.74301,4.862664,ancien,594.1,71.5,C,1989.0,1148.5
11183,45.741456,4.874265,ancien,678.0,72.0,C,1991.0,1138.0
11184,45.725477,4.871989,ancien,556.8,78.6,D,1948.0,1151.1
11185,45.726134,4.879089,ancien,1167.0,80.4,D,1945.0,1565.0
11186,45.743622,4.864705,ancien,483.7,81.1,C,2013.0,893.3
11187,45.732449,4.873191,ancien,801.8,66.0,E,1948.0,1327.2
11188,45.725481,4.872943,ancien,855.0,55.8,E,1970.0,1741.0
11189,45.734377,4.872213,ancien,604.7,64.0,D,2007.0,963.5
11190,45.725481,4.881085,ancien,2635.0,120.0,F,1930.0,3438.0
11191,45.741488,4.861408,ancien,112.0,18.0,D,1989.0,510.1
11192,45.74649,4.865666,ancien,236.4,49.0,C,2006.0,748.0
11193,45.732825,4.874047,ancien,211.0,25.4,D,1945.0,640.0
11194,45.731017,4.85734,ancien,420.3,38.8,D,2006.0,920.1
11195,45.731622,4.859511,ancien,730.8,64.3,D,1947.0,1263.9
11197,45.728633,4.880882,ancien,274.8,27.3,D,2006.0,691.6
11198,45.732493,4.872669,ancien,299.6,47.5,C,2001.0,834.2
11199,45.733347,4.858202,ancien,946.5,72.0,D,2006.0,1364.3
11200,45.729816,4.852754,ancien,1746.3,106.8,D,1978.0,2413.6
11201,45.733011,4.874249,ancien,663.0,49.7,D,1989.0,1159.0
11202,45.727314,4.869747,ancien,632.0,34.0,F,1957.0,945.0
11203,45.734095,4.871615,ancien,298.0,52.0,C,2007.0,688.0
11204,45.74385,4.859639,ancien,209.9,19.5,E,1989.0,610.2
11205,45.734128,4.857636,ancien,1109.1,64.3,E,1975.0,1633.4
11206,45.737523,4.865276,ancien,44.2,14.0,E,1989.0,478.1
11207,45.743242,4.866215,ancien,631.2,47.3,D,1989.0,1099.3
11208,45.725079,4.878036,ancien,600.0,35.1,E,1989.0,1033.2
11209,45.744282,4.862129,ancien,223.6,17.8,E,1989.0,632.1
11210,45.73614,4.868067,ancien,1328.0,59.4,E,1948.0,1696.1
11211,45.739914,4.865032,ancien,1589.1,29.5,G,1947.0,1842.8
11212,45.744323,4.865374,ancien,1485.1,42.8,G,1947.0,1772.3
11213,45.739759,4.867065,ancien,435.7,30.2,E,1989.0,884.5
11214,45.741065,4.866551,ancien,288.1,49.2,C,1989.0,665.1
11215,45.732825,4.874047,ancien,138.0,20.2,D,1945.0,553.0
11216,45.733347,4.858202,ancien,343.9,55.0,C,2010.0,770.2
11217,45.746854,4.866041,ancien,440.9,30.6,E,1975.0,754.5
11218,45.744813,4.87301,ancien,1360.1,59.4,E,1948.0,1733.2
11219,45.726612,4.881019,ancien,570.7,52.4,D,1948.0,1012.4
11220,45.73681,4.874743,ancien,1297.0,69.2,E,2006.0,1816.4
11221,45.737831,4.878823,ancien,206.1,34.0,D,2005.0,559.2
11222,45.736766,4.875293,ancien,83.9,22.4,D,2009.0,438.8
11223,45.73654,4.874742,ancien,850.9,67.8,D,2006.0,1450.8
11224,45.735269,4.875069,ancien,84.9,19.8,E,2006.0,603.9
11225,45.741574,4.876254,ancien,528.7,71.0,C,1989.0,1146.1
11226,45.730653,4.870922,ancien,657.0,22.0,G,1974.0,890.0
11227,45.724579,4.874558,ancien,362.9,25.6,E,1970.0,641.5
11228,45.736766,4.875293,ancien,606.3,44.7,D,2006.0,956.8
11229,45.744908,4.862553,ancien,138.6,41.7,C,2006.0,677.2
11230,45.73681,4.874743,ancien,1297.0,69.2,E,2006.0,1816.4
11231,45.740287,4.866189,ancien,565.9,40.0,E,1978.0,1044.4
11232,45.735002,4.877839,ancien,455.3,19.2,E,1947.0,721.4
11233,45.741732,4.866675,ancien,1025.1,82.5,D,1989.0,1667.6
11234,45.734851,4.876468,ancien,531.9,39.9,D,2006.0,1005.7
11235,45.727188,4.881033,ancien,1334.2,64.0,E,1948.0,1769.8
11236,45.726041,4.875791,ancien,471.5,22.4,E,1983.0,797.9
11237,45.726722,4.878782,ancien,1396.9,73.7,E,1978.0,1957.0
11238,45.734556,4.871219,ancien,1906.2,34.0,G,1947.0,2274.8
11239,45.735269,4.875069,ancien,167.0,20.3,E,2006.0,675.5
11240,45.73709,4.851004,ancien,216.5,21.0,C,1947.0,500.7
11241,45.734576,4.850998,ancien,678.0,89.4,C,1989.0,1323.9
11242,45.74385,4.859639,ancien,236.6,18.9,D,1989.0,589.8
11243,45.743167,4.86651,ancien,656.8,32.8,F,1975.0,1053.5
11244,45.738655,4.874176,ancien,120.7,36.9,C,1989.0,483.1
11245,45.742274,4.874114,ancien,404.1,31.0,D,1989.0,769.8
11246,45.723296,4.883527,ancien,1655.2,80.8,E,1948.0,1970.8
11247,45.742064,4.866281,ancien,538.4,51.8,D,1983.0,1054.9
11248,45.743983,4.859875,ancien,149.0,19.0,E,1995.0,571.0
11249,45.734851,4.876468,ancien,531.9,39.9,D,2006.0,1005.7
11250,45.74385,4.859639,ancien,171.3,18.9,D,1989.0,588.1
11251,45.737792,4.866014,ancien,1002.0,106.1,D,1975.0,1822.0
11252,45.738655,4.874176,ancien,369.8,38.6,D,1989.0,940.3
11253,45.739561,4.878661,ancien,292.8,38.0,C,1947.0,734.8
11254,45.736047,4.8641,ancien,739.6,50.3,D,1947.0,1172.0
11255,45.73505,4.870772,ancien,522.2,44.4,D,1948.0,977.1
11256,45.742553,4.86895,ancien,571.4,63.0,C,1948.0,1125.5
11257,45.74,4.884805,ancien,352.9,29.0,E,2006.0,672.3
11258,45.736766,4.875293,ancien,133.3,27.6,C,2006.0,550.7
11259,45.733124,4.858335,ancien,421.3,88.1,C,2006.0,1217.0
11260,45.734851,4.876468,ancien,531.9,39.9,D,2006.0,1005.7
11261,45.73681,4.874743,ancien,861.7,110.2,C,2006.0,1582.6
11262,45.741659,4.867929,ancien,533.3,46.0,D,1989.0,962.2
11263,45.74219,4.86224,ancien,1188.3,65.6,E,1983.0,1793.6
11264,45.74178,4.867434,ancien,409.3,49.0,D,1989.0,774.9
11265,45.741574,4.876254,ancien,649.8,53.0,E,1989.0,1006.6
11266,45.73787,4.850608,ancien,490.6,41.9,C,2013.0,851.8
11267,45.734786,4.855884,ancien,655.4,21.9,G,1947.0,1040.7
11268,45.731017,4.85734,ancien,359.0,42.0,D,2009.0,767.1
11269,45.739914,4.865032,ancien,394.5,39.4,D,1947.0,699.9
11270,45.733347,4.858202,ancien,682.1,73.1,C,2006.0,1320.6
11271,45.726066,4.88128,ancien,1186.8,66.6,E,1978.0,1765.1
11272,45.74385,4.859639,ancien,109.6,19.3,D,1989.0,430.7
11273,45.743347,4.865798,ancien,868.2,65.5,D,1989.0,1386.7
11274,45.744991,4.862639,ancien,822.0,38.3,E,1948.0,1218.3
11275,45.733347,4.858202,ancien,917.9,104.9,C,2006.0,1564.5
11276,45.738144,4.864932,ancien,752.9,71.1,D,2001.0,1252.1
11277,45.743778,4.864081,ancien,1342.0,48.1,F,1947.0,1712.3
11278,45.744903,4.861655,ancien,155.2,18.0,D,1989.0,519.6
11279,45.744908,4.862553,ancien,479.8,35.2,D,2006.0,884.7
11280,45.741993,4.866026,ancien,254.0,47.1,C,1989.0,675.2
11281,45.734762,4.866872,ancien,481.2,40.7,D,2006.0,985.8
11282,45.736352,4.868107,ancien,457.0,56.9,C,2006.0,1062.3
11283,45.742503,4.869235,ancien,578.2,67.9,D,1989.0,1000.4
11284,45.740265,4.884842,ancien,334.4,33.0,D,1948.0,770.5
11285,45.740169,4.878012,ancien,1150.1,44.0,F,1947.0,1515.3
11286,45.734851,4.876468,ancien,531.9,39.9,D,2006.0,1005.7
11287,45.74838,4.861539,ancien,817.6,58.8,E,1947.0,1129.6
11288,45.73471,4.852488,ancien,661.2,40.1,E,1947.0,865.6
11289,45.731217,4.874466,ancien,615.0,31.1,D,2001.0,733.6
11290,45.735002,4.877839,ancien,503.7,19.2,F,1947.0,763.3
11291,45.742064,4.866281,ancien,496.0,46.9,D,1983.0,1014.7
11292,45.735269,4.875069,ancien,51.6,19.5,D,2006.0,578.7
11293,45.737108,4.859845,ancien,535.0,38.0,E,1957.0,879.0
11294,45.735591,4.86924,ancien,352.7,15.0,E,1947.0,606.6
11295,45.744178,4.871465,ancien,1660.9,44.0,G,1947.0,2006.8
11296,45.740473,4.862787,ancien,71.0,16.4,D,1989.0,532.4
11297,45.739372,4.878805,ancien,1205.3,52.2,F,1947.0,1546.5
11298,45.73459,4.86639,ancien,246.4,50.7,C,2006.0,675.6
11299,45.735269,4.875069,ancien,266.9,29.6,D,2001.0,790.2
11300,45.745349,4.862563,ancien,615.6,33.6,E,1947.0,840.3
11301,45.733124,4.858335,ancien,688.8,51.9,D,2006.0,1223.2
11302,45.735517,4.886715,ancien,309.9,29.4,D,2006.0,749.4
11303,45.737792,4.866014,ancien,799.2,57.2,F,1948.0,1489.8
11304,45.734851,4.876468,ancien,531.9,39.9,D,2006.0,1005.7
11305,45.733842,4.876888,ancien,415.0,69.2,C,2010.0,667.7
11306,45.731646,4.875942,ancien,622.3,53.2,D,1978.0,1153.3
11307,45.742026,4.874106,ancien,767.2,53.0,E,1978.0,1091.9
11308,45.744466,4.863599,ancien,315.0,27.0,D,1949.0,639.0
11309,45.73459,4.86639,ancien,900.2,63.0,E,2007.0,1314.6
11310,45.736533,4.875188,ancien,145.6,17.6,D,2013.0,534.2
11311,45.730143,4.854942,ancien,791.3,64.0,D,1989.0,1318.6
11312,45.737831,4.878823,ancien,281.1,53.0,C,1989.0,745.1
11313,45.73681,4.874743,ancien,795.0,102.0,D,2010.0,1386.0
11314,45.736533,4.875188,ancien,94.6,17.8,D,2006.0,422.0
11315,45.736992,4.865596,ancien,86.3,22.9,C,2006.0,494.5
11316,45.731017,4.85734,ancien,369.0,38.1,D,2006.0,829.7
11317,45.722528,4.882197,ancien,956.1,67.0,E,1948.0,1548.9
11318,45.744393,4.870536,ancien,492.8,23.0,F,1948.0,749.2
11319,45.743778,4.864081,ancien,1103.4,48.1,F,1947.0,1408.0
11320,45.744813,4.87301,ancien,1251.5,60.9,E,1948.0,1650.0
11321,45.737844,4.850403,ancien,279.0,28.7,D,2013.0,706.1
11322,45.731775,4.875735,ancien,914.0,79.7,D,1979.0,1498.0
11323,45.747688,4.864676,ancien,1165.9,63.0,E,2006.0,1686.2
11324,45.743983,4.859875,ancien,105.5,19.1,D,1989.0,543.6
11325,45.737523,4.865276,ancien,303.0,28.3,D,1994.0,774.0
11326,45.743901,4.86359,ancien,181.7,18.5,E,1989.0,615.7
11327,45.739759,4.867065,ancien,450.3,50.7,D,1989.0,1005.7
11328,45.744903,4.861655,ancien,192.5,18.3,D,1989.0,488.7
11329,45.735269,4.875069,ancien,175.4,20.3,E,2006.0,630.9
11330,45.731646,4.875942,ancien,744.2,103.0,C,1978.0,1457.9
11331,45.744282,4.862129,ancien,159.8,18.3,D,1989.0,460.6
11332,45.742635,4.868626,ancien,647.4,63.3,D,1983.0,1297.0
11333,45.743346,4.862893,ancien,291.3,32.7,D,1989.0,653.2
